Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,,,,,Media Fuel Info City,"Ponderi Fuel Info (RANDBETWEEN(0,10)","SUMPRODUCT(Fuel Info, ponderi)",SUM(ponderi),Media ponderat?,Mediana Fuel Info,Modul Fuel Info,Abaterea standard Fuel Info
113,235,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,5,,,,,,
113,235,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407,,,,,,9,,,,,,
97,235,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,1,,,,,,
97,235,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407,,,,,,3,,,,,,
97,235,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,8,,,,,,
132,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2012 BMW 128i Convertible,BMW Motorrad,2012 BMW 1 Series Convertible,2012,230,200,,,,,,8,,,,,,
132,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 128i Convertible AT,BMW Motorrad,2012 BMW 1 Series Convertible,2012,230,200,,,,,,3,,,,,,
132,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2012 BMW 135i Convertible,BMW,2012 BMW 1 Series Convertible,2012,300,300,,,,,,6,,,,,,
142,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2012 BMW 128i Coup,BMW Motorrad,2012 BMW 1 Series Coup,2012,230,200,,,,,,5,,,,,,
142,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 128i Coup AT,BMW Motorrad,2012 BMW 1 Series Coup,2012,230,200,,,,,,1,,,,,,
142,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission,2012 BMW 135i Coup,BMW,2012 BMW 1 Series Coup,2012,300,300,,,,,,8,,,,,,
142,21,211,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 BMW 135i Coup AT,BMW,2012 BMW 1 Series Coup,2012,300,300,,,,,,4,,,,,,
137,184,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 BMW 328i Sports Wagon,BMW Motorrad,2012 BMW 3 Series Sports Wagon,2012,230,200,,,,,,5,,,,,,
137,184,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 328i Sports Wagon AT,BMW Motorrad,2012 BMW 3 Series Sports Wagon,2012,230,200,,,,,,9,,,,,,
137,184,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 BMW 328i xDrive Sports Wagon,BMW Motorrad,2012 BMW 3 Series Sports Wagon,2012,230,200,,,,,,6,,,,,,
137,184,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 BMW 328i xDrive Sports Wagon AT,BMW Motorrad,2012 BMW 3 Series Sports Wagon,2012,230,200,,,,,,3,,,,,,
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,36,Manual transmission,2012 Ford Focus SE 5-Door,Ford,2012 Ford Focus 5-Door,2012,160,146,,,,,,6,,,,,,
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,6,6 Speed Automatic,28,Gasoline,38,Automatic transmission,2012 Ford Focus SE 5-Door AT,Ford,2012 Ford Focus 5-Door,2012,160,146,,,,,,2,,,,,,
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,37,Automatic transmission,2012 Ford Focus SEL 5-Door,Ford,2012 Ford Focus 5-Door,2012,160,146,,,,,,0,,,,,,
185,6,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,27,Gasoline,37,Automatic transmission,2012 Ford Focus Titanium 5-Door,Ford,2012 Ford Focus 5-Door,2012,160,146,,,,,,8,,,,,,
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2012 Nissan 370Z Roadster Touring,Nissan,2012 Nissan 370Z Roadster,2012,332,270,,,,,,10,,,,,,
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Nissan 370Z Roadster,Nissan,2012 Nissan 370Z Roadster,2012,332,270,,,,,,2,,,,,,
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Nissan 370Z Roadster Touring AT,Nissan,2012 Nissan 370Z Roadster,2012,332,270,,,,,,0,,,,,,
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 Nissan 370Z Coupe Touring,Nissan,2012 Nissan 370Z Coupe,2012,332,270,,,,,,8,,,,,,
35,52,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 Nissan 370Z Coupe NISMO,Nissan,2012 Nissan 370Z Coupe,2012,332,270,,,,,,8,,,,,,
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 Nissan 370Z Coupe,Nissan,2012 Nissan 370Z Coupe,2012,332,270,,,,,,9,,,,,,
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2012 Nissan 370Z Coupe Touring AT,Nissan,2012 Nissan 370Z Coupe,2012,332,270,,,,,,6,,,,,,
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2012 Nissan 370Z Coupe AT,Nissan,2012 Nissan 370Z Coupe,2012,332,270,,,,,,10,,,,,,
33,28,229,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,31,Manual transmission,2012 Nissan JUKE SV MT,Nissan,2012 Nissan JUKE,2012,188,177,,,,,,2,,,,,,
33,28,229,Front-wheel drive,Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,31,Manual transmission,2012 Nissan JUKE SL MT,Nissan,2012 Nissan JUKE,2012,188,177,,,,,,2,,,,,,
119,122,254,Front-wheel drive,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,40,Manual transmission,2012 Hyundai Veloster,Hyundai,2012 Hyundai Veloster,2012,138,123,,,,,,9,,,,,,
210,38,97,Rear-wheel drive,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2012 Hyundai Equus Signature,Hyundai,2012 Hyundai Equus,2012,429,376,,,,,,5,,,,,,
210,38,97,Rear-wheel drive,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2012 Hyundai Equus Ultimate,Hyundai,2012 Hyundai Equus,2012,429,376,,,,,,6,,,,,,
188,68,97,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe Limited 3.5 AWD,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,10,,,,,,
188,68,97,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe GLS 3.5 AWD,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,3,,,,,,
188,68,97,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2012 Hyundai Santa Fe Limited,Hyundai,2012 Hyundai Santa Fe,2012,175,169,,,,,,7,,,,,,
188,68,97,All-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe SE AWD,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,3,,,,,,
188,68,97,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe SE,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,8,,,,,,
188,68,97,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe Limited 3.5,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,9,,,,,,
188,68,97,Front-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2012 Hyundai Santa Fe GLS,Hyundai,2012 Hyundai Santa Fe,2012,175,169,,,,,,10,,,,,,
188,68,97,Front-wheel drive,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission,2012 Hyundai Santa Fe GLS 3.5,Hyundai,2012 Hyundai Santa Fe,2012,276,248,,,,,,2,,,,,,
188,68,97,All-wheel drive,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,25,Automatic transmission,2012 Hyundai Santa Fe GLS AWD,Hyundai,2012 Hyundai Santa Fe,2012,175,169,,,,,,7,,,,,,
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Ford Expedition XL,Ford,2012 Ford Expedition,2012,310,365,,,,,,3,,,,,,
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Ford Expedition XLT,Ford,2012 Ford Expedition,2012,310,365,,,,,,9,,,,,,
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Ford Expedition Limited,Ford,2012 Ford Expedition,2012,310,365,,,,,,10,,,,,,
168,125,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Ford Expedition King Ranch,Ford,2012 Ford Expedition,2012,310,365,,,,,,1,,,,,,
181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Ford Expedition XL EL,Ford,2012 Ford Expedition,2012,310,365,,,,,,0,,,,,,
181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Ford Expedition XLT EL,Ford,2012 Ford Expedition,2012,310,365,,,,,,1,,,,,,
181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Ford Expedition Limited EL,Ford,2012 Ford Expedition,2012,310,365,,,,,,2,,,,,,
181,245,209,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2012 Ford Expedition King Ranch EL,Ford,2012 Ford Expedition,2012,310,365,,,,,,4,,,,,,
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition XL 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,3,,,,,,
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Ford Expedition XLT 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,7,,,,,,
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition Limited 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,3,,,,,,
168,125,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Ford Expedition King Ranch 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,0,,,,,,
196,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition XL EL 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,7,,,,,,
196,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition XLT EL 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,5,,,,,,
196,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,9,E85,13,Automatic transmission,2012 Ford Expedition Limited EL 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,1,,,,,,
196,245,209,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 Ford Expedition King Ranch EL 4x4,Ford,2012 Ford Expedition,2012,310,365,,,,,,1,,,,,,
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Nissan Xterra X,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,8,,,,,,
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 Nissan Xterra X 4X4,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,5,,,,,,
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2012 Nissan Xterra S,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,3,,,,,,
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2012 Nissan Xterra S 4X4,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,3,,,,,,
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 Nissan Xterra S 4X4 AT,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,4,,,,,,
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2012 Nissan Xterra Pro-4X,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,1,,,,,,
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 Nissan Xterra Pro-4X AT,Nissan,2012 Nissan Xterra,2012,261,281,,,,,,2,,,,,,
36,20,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,22,Automatic transmission,2012 Nissan Pathfinder S,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,2,,,,,,
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder S 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,0,,,,,,
41,20,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Nissan Pathfinder SV,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,2,,,,,,
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder SV 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,10,,,,,,
41,20,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Nissan Pathfinder Silver Edition,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,7,,,,,,
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder Silver Edition 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,4,,,,,,
41,20,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2012 Nissan Pathfinder LE,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,0,,,,,,
52,20,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 266 hp 288 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 Nissan Pathfinder LE 4x4,Nissan,2012 Nissan Pathfinder,2012,266,288,,,,,,6,,,,,,
54,20,57,Four-wheel drive,Nissan 5.6L 8 Cylinder 310 hp 388 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Nissan Pathfinder LE V8,Nissan,2012 Nissan Pathfinder,2012,310,388,,,,,,8,,,,,,
214,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2012 Hyundai Veracruz GLS,Hyundai,2012 Hyundai Veracruz,2012,260,257,,,,,,7,,,,,,
214,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2012 Hyundai Veracruz GLS AWD,Hyundai,2012 Hyundai Veracruz,2012,260,257,,,,,,6,,,,,,
214,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2012 Hyundai Veracruz Limited AWD,Hyundai,2012 Hyundai Veracruz,2012,260,257,,,,,,0,,,,,,
214,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2012 Hyundai Veracruz Limited,Hyundai,2012 Hyundai Veracruz,2012,260,257,,,,,,9,,,,,,
172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Infiniti G25,Infiniti,2012 Infiniti G25,2012,218,187,,,,,,8,,,,,,
172,164,236,Rear-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Infiniti G25 Journey,Infiniti,2012 Infiniti G25,2012,218,187,,,,,,6,,,,,,
172,164,236,All-wheel drive,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Infiniti G25x AWD,Infiniti,2012 Infiniti G25,2012,218,187,,,,,,7,,,,,,
172,164,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Infiniti G37 Sedan Journey,Infiniti,2012 Infiniti G37 Sedan,2012,328,269,,,,,,0,,,,,,
188,164,236,All-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Infiniti G37x Sedan AWD,Infiniti,2012 Infiniti G37 Sedan,2012,328,269,,,,,,2,,,,,,
172,164,236,Rear-wheel drive,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 Infiniti G37 Sedan Sport 6MT,Infiniti,2012 Infiniti G37 Sedan,2012,328,269,,,,,,7,,,,,,
111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Infiniti G37 Coupe,Infiniti,2012 Infiniti G37 Coupe,2012,330,270,,,,,,3,,,,,,
111,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,19,Gasoline,27,Automatic transmission,2012 Infiniti G37 Coupe Journey,Infiniti,2012 Infiniti G37 Coupe,2012,330,270,,,,,,5,,,,,,
127,42,31,All-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2012 Infiniti G37x Coupe AWD,Infiniti,2012 Infiniti G37 Coupe,2012,330,270,,,,,,3,,,,,,
114,42,31,Rear-wheel drive,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 Infiniti G37 Coupe Sport 6MT,Infiniti,2012 Infiniti G37 Coupe,2012,330,270,,,,,,3,,,,,,
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 R-Design,Volvo,2012 Volvo C30,2012,227,236,,,,,,3,,,,,,
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2012 Volvo C30 T5,Volvo,2012 Volvo C30,2012,227,236,,,,,,10,,,,,,
115,95,21,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2012 Jeep Compass Sport 4x4,Jeep,2012 Jeep Compass,2012,172,165,,,,,,2,,,,,,
115,95,21,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Compass Sport 4x2,Jeep,2012 Jeep Compass,2012,158,141,,,,,,3,,,,,,
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2012 Nissan Armada SV,Nissan,2012 Nissan Armada,2012,317,385,,,,,,6,,,,,,
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,19,Automatic transmission,2012 Nissan Armada SV FFV,Nissan,2012 Nissan Armada,2012,317,385,,,,,,9,,,,,,
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2012 Nissan Armada SV 4x4,Nissan,2012 Nissan Armada,2012,317,385,,,,,,7,,,,,,
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2012 Nissan Armada SV 4x4 FFV,Nissan,2012 Nissan Armada,2012,317,385,,,,,,10,,,,,,
